Gene	experiment	X18MM1
ECs4148	X18LL2	1256
ECs4149	X18LL2	1026
ECs4150	X18LL2	2325
ECs4151	X18LL2	497
ECs4152	X18LL2	9631
ECs4153	X18LL2	15513
ECs4154	X18LL2	9170
ECs4155	X18LL2	5364
ECs4156	X18LL2	2688
ECs4157	X18LL2	1345
ECs4158	X18LL2	2278
ECs4159	X18LL2	237553
ECs4160	X18LL2	948520
ECs4161	X18LL2	528344
ECs4162	X18LL2	312364
ECs4163	X18LL2	341002
ECs4164	X18LL2	135659
ECs4165	X18LL2	813715
ECs4166	X18LL2	252376
ECs4167	X18LL2	58163
ECs4168	X18LL2	259405
ECs4169	X18LL2	145017
ECs4170	X18LL2	292399
ECs4171	X18LL2	213805
ECs4172	X18LL2	260074
ECs4173	X18LL2	472434
ECs4174	X18LL2	216033
ECs4175	X18LL2	322807
ECs4176	X18LL2	206245
ECs4177	X18LL2	91862
ECs4178	X18LL2	283403
ECs4179	X18LL2	509127
ECs4180	X18LL2	287676
ECs4181	X18LL2	167286
ECs4182	X18LL2	623793
ECs4183	X18LL2	238949
ECs4184	X18LL2	473835
ECs4185	X18LL2	676430
ECs4186	X18LL2	313506
ECs4187	X18LL2	34039
ECs4188	X18LL2	256
ECs4189	X18LL2	2914
ECs4190	X18LL2	484848
ECs4191	X18LL2	1045570
ECs4192	X18LL2	266196
ECs4193	X18LL2	239292
ECs4194	X18LL2	1800
ECs4195	X18LL2	692
ECs4196	X18LL2	1305
ECs4197	X18LL2	3637
ECs4198	X18LL2	33708
ECs4199	X18LL2	2113
ECs4200	X18LL2	28017
ECs4201	X18LL2	783
ECs4202	X18LL2	231
ECs4203	X18LL2	8862
ECs4204	X18LL2	2845
ECs4205	X18LL2	524
ECs4206	X18LL2	1744
ECs4207	X18LL2	1019
ECs4208	X18LL2	4130
ECs4209	X18LL2	1269
ECs4210	X18LL2	531
ECs4211	X18LL2	485
ECs4212	X18LL2	243
ECs4213	X18LL2	152
ECs4214	X18LL2	1849
ECs4215	X18LL2	3406
ECs4216	X18LL2	1076
ECs4217	X18LL2	80
ECs4218	X18LL2	116
ECs4219	X18LL2	2790
ECs4220	X18LL2	584
ECs4221	X18LL2	51
ECs4222	X18LL2	72
ECs4223	X18LL2	254
ECs4224	X18LL2	374
ECs4225	X18LL2	2126
ECs4226	X18LL2	3197
ECs4227	X18LL2	1194
ECs4228	X18LL2	2337
ECs4229	X18LL2	5004
ECs4230	X18LL2	23070
ECs4231	X18LL2	26832
ECs4232	X18LL2	34181
ECs4233	X18LL2	88
ECs4234	X18LL2	20
ECs4235	X18LL2	15
ECs4236	X18LL2	46
ECs4237	X18LL2	167
ECs4238	X18LL2	11598
ECs4239	X18LL2	4581
ECs4240	X18LL2	4504
ECs4241	X18LL2	4544
ECs4242	X18LL2	2532
ECs4243	X18LL2	5013
ECs4244	X18LL2	657
ECs4245	X18LL2	6847
ECs4246	X18LL2	6573
ECs4247	X18LL2	10203
ECs4248	X18LL2	736
ECs4249	X18LL2	6785
ECs4250	X18LL2	557
ECs4251	X18LL2	2824
ECs4252	X18LL2	269
ECs4253	X18LL2	463
ECs4255	X18LL2	969
ECs4254	X18LL2	1257
ECs4256	X18LL2	6187
ECs4257	X18LL2	481
ECs4258	X18LL2	1031
ECs4259	X18LL2	494
ECs4260	X18LL2	2093
ECs4261	X18LL2	287
ECs4262	X18LL2	311
ECs4263	X18LL2	199
ECs4264	X18LL2	182
ECs4265	X18LL2	525
ECs4266	X18LL2	2115
ECs4267	X18LL2	4109
ECs4268	X18LL2	2954
ECs4269	X18LL2	2561
ECs4270	X18LL2	100
ECs4271	X18LL2	89
ECs4272	X18LL2	163
ECs4273	X18LL2	5463
ECs4274	X18LL2	2845
ECs4275	X18LL2	2235
ECs4276	X18LL2	1678
ECs4277	X18LL2	2796
ECs4278	X18LL2	2636
ECs4279	X18LL2	1687
ECs4280	X18LL2	2011
ECs4281	X18LL2	191
ECs4282	X18LL2	304
ECs4283	X18LL2	74
ECs4284	X18LL2	46
ECs4285	X18LL2	1195
ECs4286	X18LL2	589
ECs4287	X18LL2	2548
ECs4288	X18LL2	1371
ECs4289	X18LL2	1310
ECs4290	X18LL2	118
ECs4291	X18LL2	17
ECs4292	X18LL2	21
ECs4293	X18LL2	825
ECs4294	X18LL2	499
ECs4295	X18LL2	377
ECs4296	X18LL2	92
ECs4297	X18LL2	60
ECs4298	X18LL2	59
ECs4299	X18LL2	334
ECs4300	X18LL2	137
ECs4301	X18LL2	123
ECs4302	X18LL2	101
ECs4303	X18LL2	268
ECs4304	X18LL2	214
ECs4305	X18LL2	257
ECs4306	X18LL2	276
ECs4307	X18LL2	327
ECs4308	X18LL2	166
ECs4309	X18LL2	374
ECs4310	X18LL2	19761
ECs4311	X18LL2	1910
ECs4312	X18LL2	891
ECs4313	X18LL2	2858
ECs4314	X18LL2	1657
ECs4315	X18LL2	401
ECs4316	X18LL2	635
ECs4317	X18LL2	2226
ECs4318	X18LL2	17011
ECs4319	X18LL2	3149
ECs4320	X18LL2	7910
ECs4321	X18LL2	9479
ECs4322	X18LL2	892
ECs4323	X18LL2	103
ECs4324	X18LL2	1371
ECs4325	X18LL2	4940
ECs4326	X18LL2	2736
ECs4327	X18LL2	4908
ECs4328	X18LL2	1418
ECs4329	X18LL2	1661
ECs4330	X18LL2	1808
ECs4331	X18LL2	4589
ECs4332	X18LL2	556
ECs4333	X18LL2	2553
ECs4334	X18LL2	676
ECs4335	X18LL2	791
ECs4336	X18LL2	2349
ECs4337	X18LL2	663
ECs4338	X18LL2	931
ECs4339	X18LL2	631
ECs4340	X18LL2	1182
ECs4341	X18LL2	3902
ECs4342	X18LL2	3145
ECs4343	X18LL2	2654
ECs4344	X18LL2	118
ECs4345	X18LL2	111
ECs4346	X18LL2	206
ECs4347	X18LL2	546
ECs4348	X18LL2	676
ECs4349	X18LL2	98
ECs4350	X18LL2	71
ECs4351	X18LL2	105
ECs4352	X18LL2	150
ECs4353	X18LL2	161
ECs4354	X18LL2	18
ECs4355	X18LL2	291
ECs4356	X18LL2	594
ECs4357	X18LL2	555
ECs4358	X18LL2	640
ECs4359	X18LL2	583
ECs4360	X18LL2	980
ECs4361	X18LL2	267
ECs4362	X18LL2	77
ECs4363	X18LL2	1600
ECs4364	X18LL2	2773
ECs4365	X18LL2	33628
ECs4366	X18LL2	345
ECs4367	X18LL2	1499
ECs4368	X18LL2	417
ECs4369	X18LL2	603
ECs4370	X18LL2	5977
ECs4371	X18LL2	7193
ECs4372	X18LL2	8215
ECs4373	X18LL2	290
ECs4374	X18LL2	676
ECs4375	X18LL2	232
ECs4376	X18LL2	41
ECs4377	X18LL2	12442
ECs4378	X18LL2	1391
ECs4379	X18LL2	1009
ECs4380	X18LL2	363
ECs4381	X18LL2	71
ECs4382	X18LL2	294
ECs4383	X18LL2	322
ECs4384	X18LL2	87
ECs4385	X18LL2	175
ECs4386	X18LL2	423
ECs4387	X18LL2	492
ECs4388	X18LL2	357
ECs4389	X18LL2	1130
ECs4390	X18LL2	4807
ECs4391	X18LL2	2927
ECs4392	X18LL2	5626
ECs4393	X18LL2	1638
ECs4394	X18LL2	4841
ECs4395	X18LL2	610
ECs4396	X18LL2	1615
ECs4397	X18LL2	2341
ECs4398	X18LL2	240
ECs4399	X18LL2	498
ECs4400	X18LL2	735
ECs4401	X18LL2	77
ECs4402	X18LL2	302
ECs4403	X18LL2	367
ECs4404	X18LL2	415
ECs4405	X18LL2	178
ECs4406	X18LL2	1367
ECs4407	X18LL2	5209
ECs4408	X18LL2	751
ECs4409	X18LL2	1962
ECs4410	X18LL2	689
ECs4411	X18LL2	232
ECs4412	X18LL2	592
ECs4413	X18LL2	719
ECs4414	X18LL2	129
ECs4415	X18LL2	204
ECs4416	X18LL2	2926
ECs4417	X18LL2	55
ECs4418	X18LL2	1004
ECs4419	X18LL2	4475
ECs4420	X18LL2	969
ECs4421	X18LL2	460
ECs4422	X18LL2	153
ECs4423	X18LL2	204
ECs4424	X18LL2	1975
proK	X18LL2	311
ECs4425	X18LL2	9281
ECs4426	X18LL2	110
ECs4427	X18LL2	394
ECs4428	X18LL2	612
ECs4429	X18LL2	105
ECs4430	X18LL2	77
ECs4431	X18LL2	204
ECs4432	X18LL2	152
ECs4433	X18LL2	246
ECs4434	X18LL2	604
ECs4435	X18LL2	297
ECs4436	X18LL2	3087
ECs4437	X18LL2	1856
ECs4438	X18LL2	2977
ECs4439	X18LL2	4496
ECs4440	X18LL2	398
ECs4441	X18LL2	642328
ECs4442	X18LL2	33381
ECs4443	X18LL2	14778
ECs4444	X18LL2	951
ECs4445	X18LL2	145
ECs4446	X18LL2	37
ECs4447	X18LL2	177
ECs4448	X18LL2	296
ECs4449	X18LL2	64
ECs4450	X18LL2	199
ECs4451	X18LL2	294
ECs4452	X18LL2	1384
ECs4453	X18LL2	17204
ECs4454	X18LL2	346
ECs4455	X18LL2	11456
ECs4456	X18LL2	776
ECs4457	X18LL2	111
ECs4458	X18LL2	120
ECs4459	X18LL2	194
ECs4460	X18LL2	48
ECs4461	X18LL2	658
ECs4462	X18LL2	163
ECs4463	X18LL2	10
ECs4464	X18LL2	703
ECs4465	X18LL2	2852
ECs4466	X18LL2	287
ECs4467	X18LL2	1467
ECs4468	X18LL2	1581
ECs4469	X18LL2	601
ECs4470	X18LL2	3002
ECs4471	X18LL2	15
ECs4472	X18LL2	7
ECs4473	X18LL2	85
ECs4474	X18LL2	18
ECs4475	X18LL2	507
ECs4476	X18LL2	2303
ECs4477	X18LL2	1601
ECs4478	X18LL2	4116
ECs4479	X18LL2	12
ECs4480	X18LL2	3383
ECs4481	X18LL2	680
ECs4482	X18LL2	324
ECs4483	X18LL2	1085
ECs4484	X18LL2	3309
ECs4485	X18LL2	4759
ECs4486	X18LL2	5570
ECs4487	X18LL2	7383
ECs4488	X18LL2	6159
ECs4489	X18LL2	13805
ECs4490	X18LL2	11636
ECs4491	X18LL2	6118
ECs4492	X18LL2	2740
ECs4493	X18LL2	618
ECs4494	X18LL2	4967
ECs4495	X18LL2	6859
ECs4496	X18LL2	3691
ECs4497	X18LL2	9827
ECs4498	X18LL2	6307
ECs4499	X18LL2	3755
ECs4500	X18LL2	5874
ECs4501	X18LL2	6710
ECs4502	X18LL2	3499
ECs4503	X18LL2	3331
ECs4504	X18LL2	4140
ECs4505	X18LL2	3272
ECs4506	X18LL2	7405
ECs4507	X18LL2	10552
ECs4508	X18LL2	10562
ECs4509	X18LL2	2272
ECs4510	X18LL2	2588
ECs4511	X18LL2	47456
ECs4512	X18LL2	181898
ECs4513	X18LL2	5162
ECs4514	X18LL2	5281
ECs4515	X18LL2	3703
ECs4516	X18LL2	4750
ECs4517	X18LL2	914
ECs4518	X18LL2	7873
ECs4519	X18LL2	11039
ECs4520	X18LL2	1243
ECs4521	X18LL2	1075
ECs4522	X18LL2	607
ECs4523	X18LL2	15067
ECs4524	X18LL2	17170
ECs4525	X18LL2	42738
ECs4526	X18LL2	5532
ECs4527	X18LL2	9162
ECs4528	X18LL2	607
ECs4529	X18LL2	2970
ECs4530	X18LL2	632
ECs4531	X18LL2	2079
ECs4532	X18LL2	538
ECs4533	X18LL2	191
selC	X18LL2	1423
ECs4534	X18LL2	5870
ECs4535	X18LL2	1100
ECs4536	X18LL2	404
ECs4537	X18LL2	1668
ECs4538	X18LL2	165
ECs4539	X18LL2	333
ECs4540	X18LL2	925
ECs4541	X18LL2	554
ECs4542	X18LL2	1621
ECs4543	X18LL2	80
ECs4544	X18LL2	135
ECs4545	X18LL2	133
ECs4546	X18LL2	50
ECs4547	X18LL2	499
ECs4548	X18LL2	42
ECs4549	X18LL2	55
ECs4550	X18LL2	64
ECs4551	X18LL2	12
ECs4552	X18LL2	29
ECs4553	X18LL2	115
ECs4554	X18LL2	831
ECs4555	X18LL2	192
ECs4556	X18LL2	69
ECs4557	X18LL2	207
ECs4558	X18LL2	272
ECs4559	X18LL2	290
ECs4560	X18LL2	2
ECs4561	X18LL2	633
ECs4562	X18LL2	120
ECs4563	X18LL2	191
ECs4564	X18LL2	723
ECs4565	X18LL2	259
ECs4566	X18LL2	37
ECs4567	X18LL2	49
ECs4568	X18LL2	332
ECs4569	X18LL2	251
ECs4570	X18LL2	8
ECs4571	X18LL2	45
ECs4572	X18LL2	54
ECs4573	X18LL2	23
ECs4574	X18LL2	20
ECs4575	X18LL2	127
ECs4576	X18LL2	68
ECs4577	X18LL2	328
ECs4578	X18LL2	742
ECs4579	X18LL2	15
ECs4580	X18LL2	33
ECs4581	X18LL2	48
ECs4582	X18LL2	9
ECs4583	X18LL2	30
ECs4584	X18LL2	9
ECs4585	X18LL2	6
ECs4586	X18LL2	2
ECs4587	X18LL2	2
ECs4588	X18LL2	9
ECs4589	X18LL2	21
ECs4590	X18LL2	134
ECs4591	X18LL2	25
ECs4592	X18LL2	30
ECs4593	X18LL2	22
ECs4594	X18LL2	917
ECs4595	X18LL2	906
ECs4596	X18LL2	3436
ECs4597	X18LL2	222
ECs4598	X18LL2	381
ECs4599	X18LL2	1306
ECs4600	X18LL2	44
ECs4601	X18LL2	7
ECs4602	X18LL2	342
ECs4603	X18LL2	218
ECs4604	X18LL2	1019
ECs4605	X18LL2	3094
ECs4606	X18LL2	2120
ECs4607	X18LL2	46
ECs4608	X18LL2	12
ECs4609	X18LL2	29
ECs4610	X18LL2	32
ECs4611	X18LL2	80
ECs4612	X18LL2	520
ECs4613	X18LL2	237
ECs4614	X18LL2	2682
ECs4615	X18LL2	343
ECs4616	X18LL2	182
ECs4617	X18LL2	409
ECs4618	X18LL2	214
ECs4619	X18LL2	249
ECs4620	X18LL2	214
ECs4621	X18LL2	73
ECs4622	X18LL2	388
ECs4623	X18LL2	215
ECs4624	X18LL2	53
ECs4625	X18LL2	1372
ECs4626	X18LL2	1267
ECs4627	X18LL2	1659
ECs4628	X18LL2	1344
ECs4629	X18LL2	2269
ECs4630	X18LL2	357
ECs4631	X18LL2	1259
ECs4632	X18LL2	2625
ECs4633	X18LL2	866
ECs4634	X18LL2	27300
ECs4635	X18LL2	5845
ECs4636	X18LL2	15139
ECs4637	X18LL2	28741
ECs4638	X18LL2	53475
ECs4639	X18LL2	56139
ECs4640	X18LL2	103372
ECs4641	X18LL2	7507
ECs4642	X18LL2	148
ECs4643	X18LL2	195
ECs4644	X18LL2	2
ECs4645	X18LL2	125
ECs4646	X18LL2	150
ECs4647	X18LL2	1091
ECs4648	X18LL2	930
ECs4649	X18LL2	2200
ECs4650	X18LL2	1491
ECs4651	X18LL2	9940
ECs4652	X18LL2	1160
ECs4653	X18LL2	196
ECs4654	X18LL2	24
ECs4655	X18LL2	13
ECs4656	X18LL2	62
ECs4657	X18LL2	157
ECs4658	X18LL2	12
ECs4659	X18LL2	29
ECs4660	X18LL2	1443
ECs4661	X18LL2	1623
ECs4662	X18LL2	1170
ECs4663	X18LL2	1354
ECs4664	X18LL2	3665
ECs4665	X18LL2	383
ECs4666	X18LL2	199
ECs4667	X18LL2	579
ECs4668	X18LL2	8
ECs4669	X18LL2	8
ECs4670	X18LL2	104
ECs4671	X18LL2	10535
ECs4672	X18LL2	17496
ECs4673	X18LL2	15381
ECs4674	X18LL2	51189
ECs4675	X18LL2	27271
ECs4676	X18LL2	87519
ECs4677	X18LL2	27921
ECs4678	X18LL2	35821
ECs4679	X18LL2	20417
ECs4680	X18LL2	37304
ECs4681	X18LL2	9292
ECs4682	X18LL2	5275
ECs4683	X18LL2	21384
ECs4684	X18LL2	12132
ECs4685	X18LL2	285
ECs4686	X18LL2	322
ECs4687	X18LL2	1808
ECs4688	X18LL2	1979
ECs4689	X18LL2	3475
ECs4690	X18LL2	251
ECs4691	X18LL2	295
ECs4692	X18LL2	772
ECs4693	X18LL2	2524
ECs4694	X18LL2	857
ECs4695	X18LL2	715
ECs4696	X18LL2	1339
ECs4697	X18LL2	1755
rrsC	X18LL2	36681
gltU	X18LL2	4842
rrlC	X18LL2	45708
rrfC	X18LL2	17
aspT	X18LL2	71
trpT	X18LL2	110
ECs4698	X18LL2	3046
ECs4699	X18LL2	11061
ECs4700	X18LL2	4390
ECs4701	X18LL2	353
ECs4702	X18LL2	1289
ECs4703	X18LL2	51
ECs4704	X18LL2	502
ECs4705	X18LL2	578
ECs4706	X18LL2	1499
ECs4707	X18LL2	598
ECs4708	X18LL2	2701
ECs4709	X18LL2	5509
ECs4710	X18LL2	407
ECs4711	X18LL2	5184
ECs4712	X18LL2	26541
ECs4713	X18LL2	26716
ECs4714	X18LL2	27976
ECs4715	X18LL2	20026
ECs4716	X18LL2	124035
ECs4717	X18LL2	20986
ECs4718	X18LL2	10177
ECs4719	X18LL2	7995
ECs4720	X18LL2	10133
ECs4721	X18LL2	7949
ECs4722	X18LL2	6994
ECs4723	X18LL2	2977
ECs4724	X18LL2	3673
ECs4725	X18LL2	2914
ECs4726	X18LL2	3098
ECs4727	X18LL2	1745
ECs4728	X18LL2	1088
ECs4729	X18LL2	4428
argX	X18LL2	11432
hisR	X18LL2	9693
leuT1	X18LL2	11185
tRNA51	X18LL2	0
tRNA51;pseudo=	X18LL2	0
leuT2	X18LL2	7232
proM2	X18LL2	1196
ECs4730	X18LL2	2340
ECs4731	X18LL2	875
ECs4732	X18LL2	6312
ECs4733	X18LL2	4739
ECs4734	X18LL2	2254
ECs4735	X18LL2	5644
ECs4736	X18LL2	25177
ECs4738	X18LL2	201
ECs4737	X18LL2	86
ECs4739	X18LL2	1856
ECs4740	X18LL2	767
ECs4741	X18LL2	1455
ECs4742	X18LL2	1017
ECs4743	X18LL2	6468
ECs4744	X18LL2	434
ECs4745	X18LL2	173
ECs4746	X18LL2	4500
ECs4747	X18LL2	60
ECs4748	X18LL2	17
ECs4749	X18LL2	1977
ECs4750	X18LL2	353
ECs4751	X18LL2	7149
ECs4752	X18LL2	9774
ECs4753	X18LL2	2268
ECs4754	X18LL2	1404
ECs4755	X18LL2	4511
ECs4756	X18LL2	2102
ECs4757	X18LL2	819
ECs4758	X18LL2	181
ECs4759	X18LL2	2377
ECs4760	X18LL2	292
ECs4761	X18LL2	1530
ECs4762	X18LL2	1266
ECs4763	X18LL2	7792
ECs4764	X18LL2	4389
ECs4765	X18LL2	9448
ECs4766	X18LL2	7982
ECs4767	X18LL2	10444
ECs4768	X18LL2	10069
ECs4769	X18LL2	2934
ECs4770	X18LL2	3662
ECs4771	X18LL2	8881
ECs4772	X18LL2	2536
ECs4773	X18LL2	578
ECs4774	X18LL2	349
ECs4775	X18LL2	6095
ECs4776	X18LL2	1263
ECs4777	X18LL2	4219
ECs4778	X18LL2	1059
rrsA	X18LL2	15343
ileT	X18LL2	775
alaT	X18LL2	739
rrlA	X18LL2	27573
rrfA	X18LL2	10
ECs4779	X18LL2	345
ECs4780	X18LL2	782
ECs4781	X18LL2	1075
ECs4782	X18LL2	7203
ECs4783	X18LL2	5881
ECs4784	X18LL2	1006
ECs4785	X18LL2	2062
ECs4786	X18LL2	9838
spf	X18LL2	1064
ECs4787	X18LL2	6404
ECs4788	X18LL2	7780
ECs4789	X18LL2	7136
ECs4790	X18LL2	2552
ECs4791	X18LL2	2011
ECs4792	X18LL2	33114
ECs4793	X18LL2	355308
ECs4794	X18LL2	360
ECs4795	X18LL2	302
ECs4796	X18LL2	129
ECs4797	X18LL2	26
ECs4798	X18LL2	143
ECs4799	X18LL2	99
ECs4800	X18LL2	136
ECs4801	X18LL2	32
ECs4802	X18LL2	57
ECs4803	X18LL2	164
ECs4804	X18LL2	101
ECs4805	X18LL2	63
ECs4806	X18LL2	46
ECs4807	X18LL2	661
ECs4808	X18LL2	663
ECs4809	X18LL2	393
ECs4810	X18LL2	469
ECs4811	X18LL2	1018
ECs4812	X18LL2	57
ECs4813	X18LL2	47
ECs4814	X18LL2	8
ECs4815	X18LL2	2
ECs4816	X18LL2	73
ECs4817	X18LL2	8596
ECs4818	X18LL2	4550
ECs4819	X18LL2	6471
ECs4820	X18LL2	28797
ECs4821	X18LL2	2240
ECs4822	X18LL2	197
ECs4823	X18LL2	410
ECs4824	X18LL2	177
ECs4825	X18LL2	70
ECs4826	X18LL2	15
ECs4827	X18LL2	100
ECs4828	X18LL2	39
ECs4829	X18LL2	221
ECs4830	X18LL2	69
ECs4831	X18LL2	82
ECs4832	X18LL2	99
ECs4833	X18LL2	266
ECs4834	X18LL2	19330
ECs4835	X18LL2	2799
ECs4836	X18LL2	1631
ECs4837	X18LL2	3728
ECs4838	X18LL2	2388
ECs4839	X18LL2	10845
ECs4840	X18LL2	2615
ECs4841	X18LL2	15247
ECs4842	X18LL2	921
ECs4843	X18LL2	1091
ECs4844	X18LL2	21601
ECs4845	X18LL2	759
ECs4846	X18LL2	290
ECs4847	X18LL2	296
ECs4848	X18LL2	634
ECs4849	X18LL2	2510
ECs4850	X18LL2	4086
ECs4851	X18LL2	4516
ECs4852	X18LL2	958
ECs4853	X18LL2	2805
ECs4854	X18LL2	221
ECs4855	X18LL2	46
ECs4856	X18LL2	4149
ECs4857	X18LL2	797
ECs4858	X18LL2	10377
ECs4859	X18LL2	3162
ECs4860	X18LL2	4063
ECs4861	X18LL2	1212
ECs4862	X18LL2	6161
ECs4863	X18LL2	101743
ECs4864	X18LL2	3667
ECs4865	X18LL2	195
ECs4866	X18LL2	575
ECs4867	X18LL2	2184
ECs4868	X18LL2	630
ECs4869	X18LL2	2453
ECs4870	X18LL2	565
ECs4871	X18LL2	1705
ECs4872	X18LL2	1436
ECs4873	X18LL2	315
ECs4874	X18LL2	213
ECs4875	X18LL2	59
ECs4877	X18LL2	116
ECs4876	X18LL2	34
ECs4878	X18LL2	31
ECs4879	X18LL2	22
ECs4880	X18LL2	498
ECs4881	X18LL2	164
ECs4882	X18LL2	41
ECs4883	X18LL2	442
ECs4884	X18LL2	24669
ECs4885	X18LL2	3721
ECs4886	X18LL2	1076
ECs4887	X18LL2	280
ECs4888	X18LL2	126
ECs4889	X18LL2	917
oxyS	X18LL2	87
ECs4890	X18LL2	6304
ECs4891	X18LL2	6482
ECs4892	X18LL2	106
ECs4893	X18LL2	353
ECs4894	X18LL2	3985
ECs4895	X18LL2	2581
ECs4896	X18LL2	6506
ECs4897	X18LL2	3034
ECs4898	X18LL2	2472
rrsB	X18LL2	20124
gltT	X18LL2	3291
rrlB	X18LL2	49337
rrfB	X18LL2	15
ECs4899	X18LL2	4779
ECs4900	X18LL2	3794
ECs4901	X18LL2	7693
ECs4902	X18LL2	172
thrU	X18LL2	12
tyrU	X18LL2	11306
glyT	X18LL2	6904
thrT	X18LL2	4246
ECs4903	X18LL2	294590
ECs4904	X18LL2	35570
ECs4905	X18LL2	41320
ECs4906	X18LL2	198439
ECs4907	X18LL2	323832
ECs4908	X18LL2	525540
ECs4909	X18LL2	415147
ECs4910	X18LL2	269772
ECs4911	X18LL2	385260
ECs4912	X18LL2	1474
ECs4913	X18LL2	9031
ECs4914	X18LL2	4445
ECs4915	X18LL2	3527
ECs4916	X18LL2	2594
ECs4917	X18LL2	10291
ECs4918	X18LL2	1351
ECs4919	X18LL2	2186
ECs4920	X18LL2	5044
ECs4921	X18LL2	1864
ECs4922	X18LL2	5811
ECs4923	X18LL2	20237
ECs4924	X18LL2	2685
ECs4925	X18LL2	102
ECs4926	X18LL2	308
ECs4927	X18LL2	372
ECs4928	X18LL2	1135
ECs4929	X18LL2	1411
rrsE	X18LL2	20681
gltV	X18LL2	3641
rrlE	X18LL2	45562
rrfE	X18LL2	17
ECs4930	X18LL2	220
ECs4931	X18LL2	733
ECs4932	X18LL2	574
ECs4933	X18LL2	655
ECs4934	X18LL2	580
ECs4935	X18LL2	183
ECs4936	X18LL2	1903
ECs4937	X18LL2	5059
ECs4938	X18LL2	2312
ECs4939	X18LL2	1280
ECs4940	X18LL2	548
ECs4941	X18LL2	5607
ECs4942	X18LL2	1671
ECs4943	X18LL2	2660
ECs4944	X18LL2	50
ECs4945	X18LL2	2557
ECs4946	X18LL2	73
ECs4947	X18LL2	8
ECs4948	X18LL2	11
ECs4949	X18LL2	13
ECs4950	X18LL2	9
ECs4951	X18LL2	6
ECs4952	X18LL2	15
ECs4953	X18LL2	9
ECs4954	X18LL2	14
ECs4955	X18LL2	17
ECs4956	X18LL2	12
ECs4957	X18LL2	28
ECs4958	X18LL2	4
ECs4959	X18LL2	19
ECs4960	X18LL2	69
ECs4961	X18LL2	388
ECs4962	X18LL2	93
ECs4963	X18LL2	0
ECs4964	X18LL2	2
ECs4965	X18LL2	3
ECs4966	X18LL2	5
ECs4967	X18LL2	6
ECs4968	X18LL2	17
ECs4969	X18LL2	89
ECs4970	X18LL2	121
ECs4971	X18LL2	557
ECs4972	X18LL2	121
ECs4973	X18LL2	246
ECs4974	X18LL2	69
ECs4975	X18LL2	31
ECs4976	X18LL2	34
ECs4977	X18LL2	32
ECs4978	X18LL2	6
ECs4979	X18LL2	264
ECs4980	X18LL2	56
ECs4981	X18LL2	76
ECs4982	X18LL2	170
ECs4983	X18LL2	435
ECs4984	X18LL2	237
ECs4985	X18LL2	100
ECs4986	X18LL2	61
ECs4987	X18LL2	221
ECs4988	X18LL2	88
ECs4989	X18LL2	141
ECs4990	X18LL2	106
ECs4991	X18LL2	13
ECs4992	X18LL2	153
ECs4993	X18LL2	1239
ECs4994	X18LL2	250
ECs4995	X18LL2	407
ECs4996	X18LL2	5072
ECs4997	X18LL2	578
ECs4998	X18LL2	618
ECs4999	X18LL2	63
ECs5000	X18LL2	153
ECs5001	X18LL2	58
ECs5002	X18LL2	80
ECs5003	X18LL2	207
ECs5004	X18LL2	130
ECs5005	X18LL2	3058
ECs5006	X18LL2	817
ECs5007	X18LL2	1473
ECs5008	X18LL2	13899
ECs5009	X18LL2	195
ECs5010	X18LL2	192
ECs5011	X18LL2	107
ECs5012	X18LL2	544
ECs5013	X18LL2	864
ECs5014	X18LL2	912
ECs5015	X18LL2	214
ECs5016	X18LL2	231
ECs5017	X18LL2	100
ECs5018	X18LL2	62
ECs5019	X18LL2	314
ECs5020	X18LL2	856
ECs5021	X18LL2	107
ECs5022	X18LL2	1100
ECs5023	X18LL2	1299
ECs5024	X18LL2	19844
ECs5025	X18LL2	1398
ECs5026	X18LL2	8385
ECs5027	X18LL2	3246
ECs5028	X18LL2	1836
ECs5029	X18LL2	1847
ECs5030	X18LL2	100
ECs5031	X18LL2	6211
ECs5032	X18LL2	467
ECs5033	X18LL2	3018
ECs5034	X18LL2	10448
ECs5035	X18LL2	4551
ECs5036	X18LL2	999
ECs5037	X18LL2	461
ECs5038	X18LL2	1026
ECs5039	X18LL2	556
ECs5040	X18LL2	22793
ECs5041	X18LL2	12582
ECs5042	X18LL2	42498
ECs5043	X18LL2	541
ECs5044	X18LL2	4288
ECs5045	X18LL2	235
ECs5046	X18LL2	504
ECs5047	X18LL2	1569
ECs5048	X18LL2	85
ECs5049	X18LL2	542
ECs5050	X18LL2	32
ECs5051	X18LL2	265
ECs5052	X18LL2	80
ECs5053	X18LL2	52
ECs5054	X18LL2	17
ECs5055	X18LL2	17
ECs5056	X18LL2	34
ECs5057	X18LL2	26
ECs5058	X18LL2	110
ECs5059	X18LL2	3714
ECs5060	X18LL2	3416
ECs5061	X18LL2	834
ECs5062	X18LL2	118
ECs5063	X18LL2	295
ECs5064	X18LL2	100
ECs5065	X18LL2	6
ECs5066	X18LL2	96
ECs5067	X18LL2	104
ECs5068	X18LL2	133
ECs5069	X18LL2	141
ECs5070	X18LL2	138
ECs5071	X18LL2	318
ECs5072	X18LL2	52
ECs5073	X18LL2	241
ECs5074	X18LL2	281
ECs5075	X18LL2	263
ECs5076	X18LL2	290
ECs5077	X18LL2	19
ECs5078	X18LL2	7
ECs5079	X18LL2	6
ECs5080	X18LL2	9
ECs5081	X18LL2	16
ECs5082	X18LL2	2
