Gene	experiment	X18MM1
ECs3214	X18LL2	1183
ECs3216	X18LL2	464
ECs3217	X18LL2	87
ECs3218	X18LL2	75
ECs3219	X18LL2	45
ECs3220	X18LL2	67
ECs3221	X18LL2	247
ECs3222	X18LL2	56
ECs3223	X18LL2	12273
ECs3224	X18LL2	707
ECs3225	X18LL2	303
ECs3226	X18LL2	317
ECs3227	X18LL2	27416
ECs3228	X18LL2	212
ECs3229	X18LL2	3715
ECs3230	X18LL2	270
argW	X18LL2	135
ECs3231	X18LL2	759
ECs3232	X18LL2	119
ECs3233	X18LL2	93
ECs3234	X18LL2	53
ECs3235	X18LL2	64
ECs3236	X18LL2	121
ECs3237	X18LL2	9
ECs3238	X18LL2	721
ECs3239	X18LL2	373
ECs3240	X18LL2	301
ECs3241	X18LL2	454
ECs3242	X18LL2	116
ECs3243	X18LL2	1185
ECs3244	X18LL2	6180
ECs3245	X18LL2	676
ECs3246	X18LL2	248
ECs3247	X18LL2	29
ECs3248	X18LL2	599
ECs3249	X18LL2	1619
ECs3250	X18LL2	239
ECs3251	X18LL2	12
ECs3252	X18LL2	104
ECs3253	X18LL2	200
ECs3254	X18LL2	155
ECs3255	X18LL2	56
ECs3256	X18LL2	40
ECs3257	X18LL2	133
ECs3258	X18LL2	22847
ECs3259	X18LL2	1277
ECs3260	X18LL2	3223
ECs3261	X18LL2	1878
ECs3262	X18LL2	1283
ECs3263	X18LL2	648
ECs3264	X18LL2	72
ECs3265	X18LL2	114
ECs3266	X18LL2	113
ECs3267	X18LL2	27
ECs3268	X18LL2	479
ECs3269	X18LL2	673
ECs3270	X18LL2	1778
ECs3271	X18LL2	1542
ECs3272	X18LL2	7523
ECs3273	X18LL2	9404
alaX	X18LL2	1077
alaW	X18LL2	664
ECs3274	X18LL2	1622
ECs3275	X18LL2	1399
ECs3276	X18LL2	3217
ECs3277	X18LL2	2113
ECs3278	X18LL2	18615
valU	X18LL2	2008
valX	X18LL2	3206
valY	X18LL2	468
lysV	X18LL2	173
ECs3279	X18LL2	707
ECs3280	X18LL2	392
ECs3281	X18LL2	846
ECs3282	X18LL2	1335
ECs3283	X18LL2	6173
ECs3284	X18LL2	8704
ECs3285	X18LL2	2640
ECs3286	X18LL2	3418
ECs3287	X18LL2	14138
ECs3288	X18LL2	47382
ECs3289	X18LL2	22667
ECs3290	X18LL2	2503
ECs3291	X18LL2	481
ECs3292	X18LL2	432
ECs3293	X18LL2	366
ECs3294	X18LL2	171
ECs3295	X18LL2	212
ECs3296	X18LL2	311
ECs3297	X18LL2	720
ECs3298	X18LL2	111
ECs3299	X18LL2	177
ECs3300	X18LL2	280
ECs3301	X18LL2	531
ECs3302	X18LL2	7913
ECs3303	X18LL2	4117
ECs3304	X18LL2	478
ECs3305	X18LL2	876
ECs3306	X18LL2	2700
ECs3307	X18LL2	1093
ECs3308	X18LL2	398
ECs3309	X18LL2	90
ECs3310	X18LL2	156
ECs3311	X18LL2	114
ECs3312	X18LL2	138
ECs3313	X18LL2	76
ECs3314	X18LL2	133
ECs3315	X18LL2	24
ECs3316	X18LL2	20
ECs3317	X18LL2	22
ECs3318	X18LL2	6
ECs3319	X18LL2	20
ECs3320	X18LL2	16
ECs3321	X18LL2	33
ECs3322	X18LL2	37
ECs3323	X18LL2	22
ECs3324	X18LL2	8
ECs3325	X18LL2	1798
ECs3326	X18LL2	508
ECs3327	X18LL2	935
ECs3328	X18LL2	815
ECs3329	X18LL2	489
ECs3330	X18LL2	277
ECs3331	X18LL2	1452
ECs3332	X18LL2	1681
ECs3333	X18LL2	399
ECs3334	X18LL2	8520
ECs3335	X18LL2	934
ECs3336	X18LL2	1626
ECs3337	X18LL2	1540
ECs3338	X18LL2	1694
ECs3339	X18LL2	20835
ECs3340	X18LL2	21554
ECs3341	X18LL2	1540
ECs3342	X18LL2	3761
ECs3343	X18LL2	111
ECs3344	X18LL2	183
ECs3345	X18LL2	27
ECs3346	X18LL2	140
ECs3347	X18LL2	145
ECs3348	X18LL2	385
ECs3349	X18LL2	316
ECs3350	X18LL2	103
ECs3351	X18LL2	94
ECs3352	X18LL2	13
ECs3353	X18LL2	282
ECs3354	X18LL2	724
ECs3355	X18LL2	3228
ECs3356	X18LL2	2178
ECs3357	X18LL2	1368
ECs3358	X18LL2	3752
ECs3359	X18LL2	3530
ECs3360	X18LL2	10000
ECs3361	X18LL2	2271
ECs3362	X18LL2	1291
ECs3363	X18LL2	6533
ECs3364	X18LL2	4860
ECs3365	X18LL2	927
ECs3366	X18LL2	1564
ECs3367	X18LL2	107
ECs3368	X18LL2	538
ECs3369	X18LL2	24950
ECs3370	X18LL2	8870
ECs3371	X18LL2	7569
ECs3372	X18LL2	2067
ECs3373	X18LL2	32830
ECs3374	X18LL2	29287
ECs3375	X18LL2	12786
ECs3376	X18LL2	32920
ECs3377	X18LL2	25480
ECs3378	X18LL2	26610
ECs3379	X18LL2	46046
ECs3380	X18LL2	17335
ECs3381	X18LL2	365
ECs3382	X18LL2	460
ECs3383	X18LL2	190
ECs3384	X18LL2	379
ECs3385	X18LL2	674
ECs3386	X18LL2	4614
ECs3387	X18LL2	1357
ECs3388	X18LL2	2072
ECs3389	X18LL2	5632
ECs3390	X18LL2	1415
ECs3391	X18LL2	2304
ECs3392	X18LL2	6800
ECs3393	X18LL2	4158
ECs3394	X18LL2	5462
ECs3395	X18LL2	4678
ECs3396	X18LL2	11367
ECs3397	X18LL2	4471
ECs3398	X18LL2	8874
ECs3399	X18LL2	50530
ECs3400	X18LL2	1850
ECs3401	X18LL2	1403
ECs3402	X18LL2	2476
ECs3403	X18LL2	124
ECs3404	X18LL2	130
ECs3405	X18LL2	61
ECs3406	X18LL2	38
ECs3407	X18LL2	120
ECs3408	X18LL2	232
ECs3409	X18LL2	87
ECs3410	X18LL2	106
ECs3411	X18LL2	105
ECs3412	X18LL2	54
ECs3413	X18LL2	187
ECs3414	X18LL2	22
ECs3415	X18LL2	217
ECs3416	X18LL2	875
ECs3417	X18LL2	13310
ECs3418	X18LL2	678
ECs3419	X18LL2	3561
ECs3420	X18LL2	2904
ECs3421	X18LL2	2518
ECs3422	X18LL2	3517
ECs3423	X18LL2	2943
ECs3424	X18LL2	3822
ECs3425	X18LL2	3818
ECs3426	X18LL2	2135
ECs3427	X18LL2	2476
ECs3428	X18LL2	1025
ECs3429	X18LL2	1247
ECs3430	X18LL2	3260
ECs3431	X18LL2	5336
ECs3432	X18LL2	23631
ECs3433	X18LL2	14957
ECs3434	X18LL2	24588
ECs3435	X18LL2	42539
ECs3436	X18LL2	4437
ECs3437	X18LL2	11676
ECs3438	X18LL2	19038
ECs3439	X18LL2	16891
ECs3440	X18LL2	1431
ECs3441	X18LL2	2489
ECs3442	X18LL2	22508
ECs3443	X18LL2	1384
ECs3444	X18LL2	262
ECs3445	X18LL2	1617
ECs3446	X18LL2	2448
ECs3447	X18LL2	15597
ECs3448	X18LL2	3515
ECs3449	X18LL2	2518
ECs3450	X18LL2	2038
ECs3451	X18LL2	1790
ECs3452	X18LL2	18799
ECs3453	X18LL2	764
ECs3454	X18LL2	3915
rrfG	X18LL2	95
rrlG	X18LL2	211206
gltW	X18LL2	4991
rrsG	X18LL2	128021
ECs3455	X18LL2	8145
ECs3456	X18LL2	6185
ECs3457	X18LL2	12482
ECs3458	X18LL2	16497
ECs3459	X18LL2	178
ECs3460	X18LL2	1841
ECs3461	X18LL2	50
ECs3462	X18LL2	1833
ECs3463	X18LL2	1640
ECs3464	X18LL2	1742
ECs3465	X18LL2	184
ECs3466	X18LL2	2129
ECs3467	X18LL2	1425
ECs3468	X18LL2	1305
ECs3469	X18LL2	142852
ECs3470	X18LL2	326552
ECs3471	X18LL2	291035
ECs3472	X18LL2	102285
ECs3473	X18LL2	17252
ECs3474	X18LL2	2867
ECs3475	X18LL2	3100
ECs3476	X18LL2	11587
ECs3477	X18LL2	1979
ECs3478	X18LL2	3966
ECs3479	X18LL2	4750
ECs3480	X18LL2	1235
ECs3481	X18LL2	2666
ECs3482	X18LL2	5424
ssrA	X18LL2	1001092
ECs3483	X18LL2	1128
ECs3484	X18LL2	960
ECs3485	X18LL2	1950
ECs3486	X18LL2	541
ECs3487	X18LL2	506
ECs3488	X18LL2	57
ECs3489	X18LL2	141
ECs3490	X18LL2	435
ECs3491	X18LL2	992
ECs3492	X18LL2	1200
ECs3493	X18LL2	936
ECs3494	X18LL2	490
ECs3495	X18LL2	124
ECs3496	X18LL2	47
ECs3497	X18LL2	44
ECs3498	X18LL2	2060
ECs3499	X18LL2	300
ECs3500	X18LL2	720
ECs3501	X18LL2	120
ECs3502	X18LL2	72
ECs3503	X18LL2	43
ECs3504	X18LL2	13
ECs3505	X18LL2	708
ECs3506	X18LL2	207
ECs3507	X18LL2	451
ECs3508	X18LL2	10
ECs3509	X18LL2	29
ECs3510	X18LL2	84
ECs3511	X18LL2	34
ECs3512	X18LL2	22
ECs3513	X18LL2	12
ECs3514	X18LL2	522
ECs3515	X18LL2	593
ECs3516	X18LL2	28
ECs3517	X18LL2	40
ileY	X18LL2	7
ECs3518	X18LL2	24
ECs3519	X18LL2	44
ECs3520	X18LL2	60
ECs3521	X18LL2	97
ECs3522	X18LL2	221
ECs3523	X18LL2	238
ECs3524	X18LL2	362
ECs3525	X18LL2	900
ECs3526	X18LL2	224
ECs3527	X18LL2	95
ECs3528	X18LL2	302
ECs3529	X18LL2	709
ECs3530	X18LL2	392
ECs3531	X18LL2	3384
ECs3532	X18LL2	611
ECs3533	X18LL2	201
ECs3534	X18LL2	379
ECs3535	X18LL2	477
ECs3536	X18LL2	50
ECs3537	X18LL2	34
ECs3538	X18LL2	397
ECs3539	X18LL2	127
ECs3540	X18LL2	3497
ECs3541	X18LL2	1571
ECs3542	X18LL2	1746
ECs3543	X18LL2	955
ECs3544	X18LL2	2019
ECs3545	X18LL2	520
ECs3546	X18LL2	39681
ECs3547	X18LL2	15022
ECs3548	X18LL2	12534
ECs3549	X18LL2	6397
ECs3550	X18LL2	18216
ECs3551	X18LL2	3569
ECs3552	X18LL2	4826
argQ	X18LL2	4123
argZ	X18LL2	7649
argY	X18LL2	10824
argV	X18LL2	9092
serV	X18LL2	13172
ECs3553	X18LL2	13015
ECs3554	X18LL2	64099
ECs3555	X18LL2	1616
ECs3556	X18LL2	24550
ECs3557	X18LL2	967
ECs3558	X18LL2	1386
ECs3559	X18LL2	87
ECs3560	X18LL2	44
ECs3561	X18LL2	230
ECs3562	X18LL2	52
ECs3563	X18LL2	843
ECs3564	X18LL2	752
ECs3565	X18LL2	1537
ECs3566	X18LL2	102
ECs3567	X18LL2	276
ECs3568	X18LL2	887
ECs3569	X18LL2	100
ECs3570	X18LL2	369
ECs3571	X18LL2	177
ECs3572	X18LL2	283
ECs3573	X18LL2	380
ECs3574	X18LL2	72
ECs3575	X18LL2	93
ECs3576	X18LL2	48
ECs3577	X18LL2	77
ECs3578	X18LL2	14
ECs3579	X18LL2	68
ECs3580	X18LL2	16
ECs3581	X18LL2	33
ECs3582	X18LL2	63
ECs3583	X18LL2	261
ECs3584	X18LL2	35
ECs3585	X18LL2	300
ECs3586	X18LL2	341
ECs3587	X18LL2	714
ECs3588	X18LL2	331
ECs3589	X18LL2	5052
ECs3590	X18LL2	98
ECs3591	X18LL2	37
ECs3592	X18LL2	351
ECs3593	X18LL2	39
ECs3594	X18LL2	1820
ECs3595	X18LL2	19465
ECs3596	X18LL2	5034
ECs3597	X18LL2	2192
ECs3598	X18LL2	2138
ECs3599	X18LL2	4105
ECs3600	X18LL2	1537
ECs3601	X18LL2	2670
ECs3602	X18LL2	2644
ECs3603	X18LL2	886
ECs3604	X18LL2	125
ECs3605	X18LL2	606
ECs3606	X18LL2	266
ECs3607	X18LL2	1859
ECs3608	X18LL2	335
ECs3609	X18LL2	419
ECs3610	X18LL2	215
ECs3611	X18LL2	169
ECs3612	X18LL2	121
ECs3613	X18LL2	76
ECs3614	X18LL2	229
ECs3615	X18LL2	398
ECs3616	X18LL2	33
ECs3617	X18LL2	371
ECs3618	X18LL2	475
ECs3619	X18LL2	305
ECs3620	X18LL2	5682
ECs3621	X18LL2	2225
ECs3622	X18LL2	85
ECs3623	X18LL2	242
ECs3624	X18LL2	119
ECs3625	X18LL2	111
ECs3626	X18LL2	39
ECs3627	X18LL2	34
ECs3628	X18LL2	66
ECs3629	X18LL2	90
ECs3630	X18LL2	17
ECs3631	X18LL2	61
ECs3632	X18LL2	92
ECs3633	X18LL2	5924
ECs3634	X18LL2	15
ECs3635	X18LL2	65
ECs3636	X18LL2	10
ECs3637	X18LL2	171
ECs3638	X18LL2	1305
ECs3639	X18LL2	92089
ECs3640	X18LL2	59404
ECs3641	X18LL2	1286
ECs3642	X18LL2	561
ECs3643	X18LL2	645
ECs3644	X18LL2	9787
ECs3645	X18LL2	1749
ECs3646	X18LL2	5344
ECs3647	X18LL2	352
ECs3648	X18LL2	148
ECs3649	X18LL2	143
ECs3650	X18LL2	1634
ECs3651	X18LL2	3017
ECs3652	X18LL2	1137
csrB	X18LL2	20136
ECs3653	X18LL2	2489
ECs3654	X18LL2	3771
ECs3655	X18LL2	2698
ECs3656	X18LL2	2399
ECs3657	X18LL2	819
ECs3658	X18LL2	529
ECs3659	X18LL2	223
ECs3660	X18LL2	73
ECs3661	X18LL2	89
ECs3662	X18LL2	461
ECs3663	X18LL2	194
ECs3664	X18LL2	414
ECs3665	X18LL2	792
ECs3666	X18LL2	5225
ECs3667	X18LL2	1069
ECs3668	X18LL2	3436
gcvB	X18LL2	282146
ECs3669	X18LL2	2878
ECs3670	X18LL2	7387
ECs3671	X18LL2	1903
ECs3672	X18LL2	5450
ECs3673	X18LL2	6438
metZ	X18LL2	2474
metW	X18LL2	6661
metV	X18LL2	1966
ECs3674	X18LL2	6455
ECs3675	X18LL2	1589
ECs3676	X18LL2	8502
ECs3677	X18LL2	26860
ECs3678	X18LL2	13149
ECs3679	X18LL2	6917
ECs3680	X18LL2	232
ECs3681	X18LL2	311
ECs3682	X18LL2	610
ECs3683	X18LL2	341
ECs3684	X18LL2	9428
ECs3685	X18LL2	9397
ECs3686	X18LL2	6318
ECs3687	X18LL2	4533
ECs3688	X18LL2	791
ECs3689	X18LL2	2210
ECs3690	X18LL2	584
ECs3691	X18LL2	3446
ECs3692	X18LL2	1967
ECs3693	X18LL2	5547
ECs3694	X18LL2	1624
ECs3695	X18LL2	748
ECs3696	X18LL2	649
ECs3697	X18LL2	642
ECs3698	X18LL2	1366
ECs3699	X18LL2	174
ECs3700	X18LL2	579
ECs3701	X18LL2	1109
ECs3702	X18LL2	9435
ECs3703	X18LL2	39
ECs3704	X18LL2	644
ECs3705	X18LL2	81
ECs3706	X18LL2	47
ECs3707	X18LL2	37
ECs3708	X18LL2	45
ECs3709	X18LL2	139
ECs3710	X18LL2	14
ECs3711	X18LL2	12
ECs3712	X18LL2	73
ECs3713	X18LL2	0
ECs3714	X18LL2	5
ECs3715	X18LL2	12
ECs3716	X18LL2	42
ECs3717	X18LL2	43
ECs3718	X18LL2	13
ECs3719	X18LL2	49
ECs3720	X18LL2	66
ECs3721	X18LL2	62
ECs3722	X18LL2	11
ECs3723	X18LL2	17
ECs3724	X18LL2	9
ECs3725	X18LL2	17
ECs3726	X18LL2	22
ECs3727	X18LL2	22
ECs3728	X18LL2	4
ECs3729	X18LL2	16
ECs3730	X18LL2	71
ECs3731	X18LL2	110
ECs3732	X18LL2	79
ECs3733	X18LL2	67
ECs3734	X18LL2	45
ECs3735	X18LL2	20
ECs3736	X18LL2	158
ECs3737	X18LL2	163
glyU	X18LL2	155
ECs3738	X18LL2	3695
ECs3739	X18LL2	452
ECs3740	X18LL2	92
ECs3741	X18LL2	53
ECs3742	X18LL2	566
ECs3743	X18LL2	110
ECs3744	X18LL2	334
ECs3745	X18LL2	122
ECs3746	X18LL2	213
ECs3747	X18LL2	217
ECs3748	X18LL2	205
ECs3749	X18LL2	47
ECs3750	X18LL2	63
ECs3751	X18LL2	219
ECs3752	X18LL2	75
ECs3753	X18LL2	100
ECs3754	X18LL2	979
ECs3755	X18LL2	177
ECs3756	X18LL2	257
ECs3757	X18LL2	345
ECs3758	X18LL2	141
ECs3759	X18LL2	254
ECs3760	X18LL2	127
ECs3761	X18LL2	1045
ECs3762	X18LL2	51132
ECs3763;ID=biopygen1	X18LL2	0
Parent=biopygen1	X18LL2	0
ECs3764	X18LL2	11074
ECs3765	X18LL2	5476
ECs3766	X18LL2	4964
ECs3767	X18LL2	5943
ECs3768	X18LL2	3411
ECs3769	X18LL2	2471
ECs3770	X18LL2	2618
ECs3771	X18LL2	1562
ECs3772	X18LL2	861
ECs3773	X18LL2	1472
ECs3774	X18LL2	3522
ECs3775	X18LL2	869
ECs3776	X18LL2	2838
ECs3777	X18LL2	3419
ECs3778	X18LL2	4468
ECs3779	X18LL2	10411
ECs3780	X18LL2	6705
ECs3781	X18LL2	12653
ssrS	X18LL2	7691
ECs3782	X18LL2	4566
ECs3783	X18LL2	653
ECs3784	X18LL2	2359
ECs3785	X18LL2	3385
ECs3786	X18LL2	2265
ECs3787	X18LL2	1045
ECs3788	X18LL2	158
ECs3789	X18LL2	140
ECs3790	X18LL2	410
ECs3791	X18LL2	38
ECs3792	X18LL2	256
ECs3793	X18LL2	2075
ECs3794	X18LL2	1072
ECs3795	X18LL2	12243
ECs3796	X18LL2	29951
ECs3797	X18LL2	16809
ECs3798	X18LL2	9625
ECs3799	X18LL2	26
ECs3800	X18LL2	29
ECs3801	X18LL2	41
ECs3802	X18LL2	78
ECs3803	X18LL2	274
ECs3804	X18LL2	799
ECs3805	X18LL2	782
ECs3806	X18LL2	78
ECs3807	X18LL2	102
ECs3808	X18LL2	51
ECs3809	X18LL2	21
ECs3810	X18LL2	12347
ECs3811	X18LL2	1737
ECs3812	X18LL2	8665
ECs3813	X18LL2	246
ECs3814	X18LL2	26349
ECs3815	X18LL2	1607
ECs3816	X18LL2	5554
ECs3817	X18LL2	152
ECs3818	X18LL2	7345
ECs3819	X18LL2	538
ECs3820	X18LL2	936
ECs3821	X18LL2	716
ECs3822	X18LL2	2560
ECs3823	X18LL2	3917
ECs3824	X18LL2	6275
ECs3825	X18LL2	2993
ECs3827	X18LL2	716
ECs3826	X18LL2	3364
ECs3828	X18LL2	4592
ECs3829	X18LL2	1323
ECs3830	X18LL2	3461
ECs3831	X18LL2	6560
ECs3832	X18LL2	289
ECs3833	X18LL2	1180
ECs3834	X18LL2	1116
ECs3835	X18LL2	2388
ECs3836	X18LL2	4644
ECs3837	X18LL2	4189
ECs3838	X18LL2	1226
ECs3839	X18LL2	2452
ECs3840	X18LL2	1052
ECs3841	X18LL2	3785
ECs3842	X18LL2	279
pheV	X18LL2	429
ECs3843	X18LL2	3033
ECs3844	X18LL2	701
ECs3845	X18LL2	61
ECs3846	X18LL2	248
ECs3847	X18LL2	154
ECs3848	X18LL2	1441
ECs3849	X18LL2	647
ECs3850	X18LL2	8
ECs3851	X18LL2	4
ECs3852	X18LL2	30
ECs3853	X18LL2	293
ECs3854	X18LL2	171
ECs3855	X18LL2	303
ECs3856	X18LL2	17
ECs3857	X18LL2	152
ECs3858	X18LL2	132
ECs3859	X18LL2	169
ECs3860	X18LL2	218
ECs3861	X18LL2	82
ECs3862	X18LL2	2379
ECs3863	X18LL2	641
ECs3864	X18LL2	89
ECs3865	X18LL2	122
ECs3866	X18LL2	938
ECs3867	X18LL2	87
ECs3868	X18LL2	125
ECs3869	X18LL2	667
ECs3870	X18LL2	103
ECs3871	X18LL2	625
ECs3872	X18LL2	1152
ECs3873	X18LL2	4124
ECs3874	X18LL2	2437
ECs3875	X18LL2	288
ECs3876	X18LL2	91
ECs3877	X18LL2	539
ECs3878	X18LL2	653
ECs3879	X18LL2	583
ECs3880	X18LL2	152
ECs3881	X18LL2	179
ECs3882	X18LL2	362
ECs3883	X18LL2	45
ECs3884	X18LL2	191
ECs3885	X18LL2	781
ECs3886	X18LL2	5364
ECs3887	X18LL2	192
ECs3888	X18LL2	90
ECs3889	X18LL2	257
ECs3890	X18LL2	1293
ECs3891	X18LL2	82
ECs3892	X18LL2	901
ECs3893	X18LL2	3272
ECs3895	X18LL2	421
ECs3894	X18LL2	437
ECs3896	X18LL2	237
ECs3897	X18LL2	22
ECs3898	X18LL2	437
ECs3899	X18LL2	872
ECs3900	X18LL2	44295
ECs3901	X18LL2	7707
ECs3902	X18LL2	3316
ECs3903	X18LL2	15521
ECs3904	X18LL2	594
ECs3905	X18LL2	111
ECs3906	X18LL2	243
ECs3907	X18LL2	311
ECs3908	X18LL2	160
ECs3909	X18LL2	418
ECs3910	X18LL2	1202
ECs3911	X18LL2	2464
ECs3912	X18LL2	809
ECs3913	X18LL2	359
ECs3914	X18LL2	441
ECs3915	X18LL2	181
ECs3916	X18LL2	256
ECs3917	X18LL2	883
ECs3918	X18LL2	17447
ECs3919	X18LL2	3418
ECs3920	X18LL2	6082
ECs3921	X18LL2	1844
ECs3922	X18LL2	2071
ECs3923	X18LL2	23674
ECs3924	X18LL2	62
ECs3925	X18LL2	2834
ECs3926	X18LL2	7461
ECs3927	X18LL2	719
ECs3928	X18LL2	3390
ECs3929	X18LL2	9292
ECs3930	X18LL2	3590
ECs3931	X18LL2	367
ECs3932	X18LL2	663
ECs3933	X18LL2	840
ECs3934	X18LL2	1724
ECs3935	X18LL2	2746
ECs3936	X18LL2	1373
ECs3937	X18LL2	467
ECs3938	X18LL2	5654
ECs3939	X18LL2	6484
ECs3940	X18LL2	2685
ECs3941	X18LL2	346
ECs3942	X18LL2	3599
ECs3943	X18LL2	270
ECs3944	X18LL2	49
ECs3945	X18LL2	57
ECs3946	X18LL2	1447
ECs3947	X18LL2	7361
ECs3948	X18LL2	114640
ECs3949	X18LL2	62183
ECs3950	X18LL2	76979
ECs3951	X18LL2	1147
ileX	X18LL2	38
ECs3952	X18LL2	348
ECs3953	X18LL2	343
ECs3954	X18LL2	559
ECs3955	X18LL2	4033
ECs3956	X18LL2	24
ECs3957	X18LL2	1304
ECs3958	X18LL2	461
ECs3959	X18LL2	16
ECs3960	X18LL2	46
ECs3961	X18LL2	84
ECs3962	X18LL2	361
ECs3963	X18LL2	158
ECs3964	X18LL2	538
ECs3965	X18LL2	509
ECs3966	X18LL2	10192
ECs3967	X18LL2	493
ECs3968	X18LL2	306
ECs3969	X18LL2	1140
ECs3970	X18LL2	493
ECs3971	X18LL2	1529
ECs3972	X18LL2	295
ECs3973	X18LL2	713
ECs3974	X18LL2	836
ECs3975	X18LL2	1036
ECs3976	X18LL2	3572
ECs3977	X18LL2	1124
ECs3978	X18LL2	627
ECs3979	X18LL2	2276
ECs3980	X18LL2	1175
ECs3981	X18LL2	1248
ECs3982	X18LL2	851
ECs3983	X18LL2	271
ECs3984	X18LL2	513
ECs3985	X18LL2	122
ECs3986	X18LL2	16
ECs3987	X18LL2	269
ECs3988	X18LL2	91
ECs3989	X18LL2	333
ECs3990	X18LL2	553
ECs3991	X18LL2	362
ECs3992	X18LL2	154
ECs3993	X18LL2	43
ECs3994	X18LL2	154
ECs3995	X18LL2	56
ECs3996	X18LL2	216
ECs3997	X18LL2	41
ECs3998	X18LL2	50
ECs3999	X18LL2	11
ECs4000	X18LL2	42
ECs4001	X18LL2	81
rnpB	X18LL2	381904
ECs4002	X18LL2	306
ECs4003	X18LL2	88
ECs4004	X18LL2	53
ECs4005	X18LL2	64
ECs4006	X18LL2	221
ECs4007	X18LL2	670
ECs4008	X18LL2	972
ECs4009	X18LL2	1258
ECs4010	X18LL2	134
ECs4011	X18LL2	18
ECs4012	X18LL2	28
ECs4013	X18LL2	16
ECs4014	X18LL2	20
ECs4015	X18LL2	114
ECs4016	X18LL2	181
ECs4017	X18LL2	153
ECs4018	X18LL2	61
ECs4019	X18LL2	123
ECs4020	X18LL2	843
ECs4021	X18LL2	68
ECs4022	X18LL2	1519
ECs4023	X18LL2	221
ECs4024	X18LL2	638
ECs4025	X18LL2	1237
ECs4026	X18LL2	931
ECs4027	X18LL2	2738
ECs4028	X18LL2	7898
ECs4029	X18LL2	630
ECs4030	X18LL2	3691
ECs4031	X18LL2	4690
ECs4032	X18LL2	3956
ECs4033	X18LL2	171
ECs4034	X18LL2	261
ECs4035	X18LL2	702
ECs4036	X18LL2	415
ECs4037	X18LL2	1018
ECs4038	X18LL2	2029
ECs4039	X18LL2	224
ECs4040	X18LL2	608
ECs4041	X18LL2	1134
ECs4042	X18LL2	3927
ECs4043	X18LL2	297526
ECs4044	X18LL2	192828
ECs4045	X18LL2	233389
ECs4046	X18LL2	158890
ECs4047	X18LL2	31120
ECs4048	X18LL2	10384
ECs4049	X18LL2	152469
ECs4050	X18LL2	71347
ECs4051	X18LL2	28798
metY	X18LL2	11490
ECs4052	X18LL2	1146
ECs4053	X18LL2	771
leuU	X18LL2	2362
ECs4054	X18LL2	73206
ECs4055	X18LL2	7928
ECs4056	X18LL2	2711
ECs4057	X18LL2	107276
ECs4058	X18LL2	23069
ECs4059	X18LL2	26444
ECs4060	X18LL2	8589
ECs4061	X18LL2	4958
ECs4062	X18LL2	19143
ECs4063	X18LL2	23318
ECs4064	X18LL2	105595
ECs4065	X18LL2	152835
ECs4066	X18LL2	8559
ECs4067	X18LL2	759
ECs4068	X18LL2	18674
ECs4069	X18LL2	2660
ECs4070	X18LL2	2256
ECs4071	X18LL2	4152
ECs4072	X18LL2	2563
ECs4073	X18LL2	4162
ECs4074	X18LL2	5998
ECs4075	X18LL2	1869
ECs4076	X18LL2	3990
ECs4077	X18LL2	3089
ECs4078	X18LL2	3785
ECs4079	X18LL2	4846
ECs4080	X18LL2	4856
ECs4081	X18LL2	10561
ECs4082	X18LL2	2740
ECs4083	X18LL2	3214
ECs4084	X18LL2	4108
ECs4085	X18LL2	412
ECs4086	X18LL2	9849
ECs4087	X18LL2	1356
ECs4088	X18LL2	1234
ECs4089	X18LL2	6267
ECs4090	X18LL2	162
ECs4091	X18LL2	3852
ECs4092	X18LL2	1668
ECs4093	X18LL2	350
ECs4094	X18LL2	195
ECs4095	X18LL2	203
ECs4096	X18LL2	97
ECs4097	X18LL2	294
ECs4098	X18LL2	156
ECs4099	X18LL2	3289
ECs4100	X18LL2	514
ECs4101	X18LL2	12617
ECs4102	X18LL2	34747
ECs4103	X18LL2	254748
ECs4104	X18LL2	316580
ECs4105	X18LL2	3227
ECs4106	X18LL2	5214
ECs4107	X18LL2	1605
ECs4108	X18LL2	3395
ECs4109	X18LL2	9044
ECs4110	X18LL2	4411
ECs4111	X18LL2	19290
ECs4112	X18LL2	445
ECs4113	X18LL2	7405
ECs4114	X18LL2	3300
ECs4115	X18LL2	902
ECs4116	X18LL2	2609
ECs4117	X18LL2	7212
ECs4118	X18LL2	7008
ECs4119	X18LL2	10764
ECs4120	X18LL2	2237
ECs4121	X18LL2	2978
ECs4122	X18LL2	12979
ECs4123	X18LL2	27582
ECs4124	X18LL2	5584
ECs4125	X18LL2	485
ECs4126	X18LL2	91
ECs4127	X18LL2	22840
ECs4128	X18LL2	37943
ECs4129	X18LL2	1034
ECs4130	X18LL2	5805
ECs4131	X18LL2	7522
ECs4132	X18LL2	334236
ECs4133	X18LL2	93469
ECs4134	X18LL2	3076
ECs4135	X18LL2	71
ECs4136	X18LL2	126
ECs4137	X18LL2	217
ECs4138	X18LL2	1150
ECs4139	X18LL2	1291
ECs4140	X18LL2	1930
ECs4141	X18LL2	542
ECs4142	X18LL2	706
ECs4143	X18LL2	899
ECs4144	X18LL2	1336
rrfF	X18LL2	40
thrV	X18LL2	7
rrfD	X18LL2	129
rrlD	X18LL2	282734
alaU	X18LL2	1778
ileU	X18LL2	2423
rrsD	X18LL2	120819
ECs4145	X18LL2	3138
ECs4146	X18LL2	505
ECs4147	X18LL2	1571
