mysql> select id, accession from sequence where organism like 'Es%';
+------+-----------+
| id   | accession |
| 3055 | ECs2992   |
| 3056 | ECs2994   |
| 3057 | ECs2993   |
| 3058 | ECs2995   |
| 3059 | ECs2996   |
| 3060 | ECs2997   |
| 3061 | ECs2998   |
| 3062 | ECs2999   |
| 3063 | ECs3000   |
| 3064 | ECs3001   |
| 3065 | ECs3002   |
| 3066 | ECs3003   |
| 3067 | ECs3004   |
| 3068 | ECs3005   |
| 3069 | ECs3006   |
| 3070 | ECs3007   |
| 3071 | ECs3008   |
| 3072 | ECs3009   |
| 3073 | ECs3010   |
| 3074 | ECs3011   |
| 3075 | ECs3012   |
| 3076 | ECs3013   |
| 3077 | ECs3014   |
| 3078 | ECs3015   |
| 3079 | ECs3016   |
| 3080 | ECs3017   |
| 3081 | ECs3018   |
| 3082 | ECs3019   |
| 3083 | ECs3020   |
| 3084 | ECs3021   |
| 3085 | ECs3022   |
| 3086 | ECs3023   |
| 3087 | ECs3024   |
| 3088 | ECs3025   |
| 3089 | ECs3026   |
| 3090 | ECs3027   |
| 3091 | ECs3028   |
| 3092 | ECs3029   |
| 3093 | ECs3030   |
| 3094 | ECs3031   |
| 3095 | ECs3032   |
| 3096 | ECs3033   |
| 3097 | ECs3034   |
| 3098 | ECs3035   |
| 3099 | ECs3036   |
| 3100 | ECs3037   |
| 3101 | ECs3038   |
| 3102 | ECs3039   |
| 3103 | ECs3040   |
| 3104 | ECs3041   |
| 3105 | ECs3042   |
| 3106 | ECs3043   |
| 3107 | ECs3044   |
| 3108 | ECs3045   |
| 3109 | ECs3046   |
| 3110 | ECs3047   |
| 3111 | ECs3048   |
| 3112 | ECs3049   |
| 3113 | ECs3050   |
| 3114 | ECs3051   |
| 3115 | ECs3052   |
| 3116 | ECs3053   |
| 3117 | ECs3054   |
| 3118 | ECs3055   |
| 3119 | ECs3056   |
| 3120 | ECs3057   |
| 3121 | ECs3058   |
| 3122 | ECs3059   |
| 3123 | ECs3060   |
| 3124 | ECs3061   |
| 3125 | ECs3062   |
| 3126 | ECs3063   |
| 3127 | ECs3064   |
| 3128 | ECs3065   |
| 3129 | ECs3066   |
| 3130 | ECs3067   |
| 3131 | ECs3068   |
| 3132 | ECs3069   |
| 3133 | ECs3070   |
| 3134 | ECs3071   |
| 3135 | ECs3072   |
| 3136 | ECs3073   |
| 3137 | ECs3074   |
| 3138 | ECs3075   |
| 3139 | ECs3076   |
| 3140 | ECs3077   |
| 3141 | ECs3078   |
| 3142 | ECs3079   |
| 3143 | ECs3080   |
| 3144 | proL      |
| 3145 | ECs3081   |
| 3146 | ECs3082   |
| 3147 | ECs3083   |
| 3148 | ECs3084   |
| 3149 | ECs3085   |
| 3150 | ECs3086   |
| 3151 | ECs3087   |
| 3152 | ECs3088   |
| 3153 | ECs3089   |
| 3154 | ECs3090   |
| 3155 | ECs3091   |
| 3156 | ECs3092   |
| 3157 | ECs3093   |
| 3158 | ECs3094   |
| 3159 | ECs3095   |
| 3160 | ECs3096   |
| 3161 | ECs3097   |
| 3162 | ECs3098   |
| 3163 | ECs3099   |
| 3164 | ECs3100   |
| 3165 | ECs3101   |
| 3166 | ECs3102   |
| 3167 | ECs3103   |
| 3168 | ECs3104   |
| 3169 | micF      |
| 3170 | ECs3105   |
| 3171 | ECs3106   |
| 3172 | ECs3107   |
| 3173 | ECs3108   |
| 3174 | ECs3109   |
| 3175 | ECs3110   |
| 3176 | ECs3111   |
| 3177 | ECs3112   |
| 3178 | ECs3113   |
| 3179 | ECs3114   |
| 3180 | ECs3115   |
| 3181 | ECs3116   |
| 3182 | ECs3117   |
| 3183 | ECs3118   |
| 3184 | ECs3119   |
| 3185 | ECs3120   |
| 3186 | ECs3121   |
| 3187 | ECs3122   |
| 3188 | ECs3123   |
| 3189 | ECs3124   |
| 3190 | ECs3125   |
| 3191 | ECs3126   |
| 3192 | ECs3127   |
| 3193 | ECs3128   |
| 3194 | ECs3129   |
| 3195 | ECs3130   |
| 3196 | ECs3131   |
| 3197 | ECs3132   |
| 3198 | ECs3133   |
| 3199 | ECs3134   |
| 3200 | ECs3135   |
| 3201 | ECs3136   |
| 3202 | ECs3137   |
| 3203 | ECs3138   |
| 3204 | ECs3139   |
| 3205 | ECs3140   |
| 3206 | ECs3141   |
| 3207 | ECs3142   |
| 3208 | ECs3143   |
| 3209 | ECs3144   |
| 3210 | ECs3145   |
| 3211 | ECs3146   |
| 3212 | ECs3147   |
| 3213 | ECs3148   |
| 3214 | ECs3149   |
| 3215 | ECs3150   |
| 3216 | ECs3151   |
| 3217 | ECs3152   |
| 3218 | ECs3153   |
| 3219 | ECs3154   |
| 3220 | ECs3155   |
| 3221 | ECs3156   |
| 3222 | ECs3157   |
| 3223 | ECs3158   |
| 3224 | ECs3159   |
| 3225 | ECs3160   |
| 3226 | ECs3161   |
| 3227 | ECs3162   |
| 3228 | ECs3163   |
| 3229 | ECs3164   |
| 3230 | ECs3165   |
| 3231 | ECs3166   |
| 3232 | ECs3167   |
| 3233 | ECs3168   |
| 3234 | ECs3169   |
| 3235 | ECs3170   |
| 3236 | ECs3171   |
| 3237 | ECs3172   |
| 3238 | ECs3173   |
| 3239 | ECs3174   |
| 3240 | ECs3175   |
| 3241 | ECs3176   |
| 3242 | ECs3177   |
| 3243 | ECs3178   |
| 3244 | ECs3179   |
| 3245 | ECs3180   |
| 3246 | ECs3181   |
| 3247 | ECs3182   |
| 3248 | ECs3183   |
| 3249 | ECs3184   |
| 3250 | ECs3185   |
| 3251 | ECs3186   |
| 3252 | ECs3187   |
| 3253 | ECs3188   |
| 3254 | ECs3189   |
| 3255 | ECs3190   |
| 3256 | ECs3191   |
| 3257 | ECs3192   |
| 3258 | ECs3193   |
| 3259 | ECs3194   |
| 3260 | ECs3195   |
| 3261 | ECs3196   |
| 3262 | ECs3197   |
| 3263 | ECs3198   |
| 3264 | ECs3199   |
| 3265 | ECs3200   |
| 3266 | ECs3201   |
| 3267 | ECs3202   |
| 3268 | ECs3203   |
| 3269 | ECs3204   |
| 3270 | ECs3205   |
| 3271 | ECs3206   |
| 3272 | ECs3207   |
| 3273 | ECs3208   |
| 3274 | ECs3209   |
| 3275 | ECs3210   |
| 3276 | ECs3211   |
| 3277 | ECs3212   |
| 3278 | ECs3213   |
| 3279 | ECs3215   |
| 3280 | ECs3214   |
| 3281 | ECs3216   |
| 3282 | ECs3217   |
| 3283 | ECs3218   |
| 3284 | ECs3219   |
| 3285 | ECs3220   |
| 3286 | ECs3221   |
| 3287 | ECs3222   |
| 3288 | ECs3223   |
| 3289 | ECs3224   |
| 3290 | ECs3225   |
| 3291 | ECs3226   |
| 3292 | ECs3227   |
| 3293 | ECs3228   |
| 3294 | ECs3229   |
| 3295 | ECs3230   |
| 3296 | argW      |
| 3297 | ECs3231   |
| 3298 | ECs3232   |
| 3299 | ECs3233   |
| 3300 | ECs3234   |
| 3301 | ECs3235   |
| 3302 | ECs3236   |
| 3303 | ECs3237   |
| 3304 | ECs3238   |
| 3305 | ECs3239   |
| 3306 | ECs3240   |
| 3307 | ECs3241   |
| 3308 | ECs3242   |
| 3309 | ECs3243   |
| 3310 | ECs3244   |
| 3311 | ECs3245   |
| 3312 | ECs3246   |
| 3313 | ECs3247   |
| 3314 | ECs3248   |
| 3315 | ECs3249   |
| 3316 | ECs3250   |
| 3317 | ECs3251   |
| 3318 | ECs3252   |
| 3319 | ECs3253   |
| 3320 | ECs3254   |
| 3321 | ECs3255   |
| 3322 | ECs3256   |
| 3323 | ECs3257   |
| 3324 | ECs3258   |
| 3325 | ECs3259   |
| 3326 | ECs3260   |
| 3327 | ECs3261   |
| 3328 | ECs3262   |
| 3329 | ECs3263   |
| 3330 | ECs3264   |
| 3331 | ECs3265   |
| 3332 | ECs3266   |
| 3333 | ECs3267   |
| 3334 | ECs3268   |
| 3335 | ECs3269   |
| 3336 | ECs3270   |
| 3337 | ECs3271   |
| 3338 | ECs3272   |
| 3339 | ECs3273   |
| 3340 | alaX      |
| 3341 | alaW      |
| 3342 | ECs3274   |
| 3343 | ECs3275   |
| 3344 | ECs3276   |
| 3345 | ECs3277   |
| 3346 | ECs3278   |
| 3347 | valU      |
| 3348 | valX      |
| 3349 | valY      |
| 3350 | lysV      |
| 3351 | ECs3279   |
| 3352 | ECs3280   |
| 3353 | ECs3281   |
| 3354 | ECs3282   |
| 3355 | ECs3283   |
| 3356 | ECs3284   |
| 3357 | ECs3285   |
| 3358 | ECs3286   |
| 3359 | ECs3287   |
| 3360 | ECs3288   |
| 3361 | ECs3289   |
| 3362 | ECs3290   |
| 3363 | ECs3291   |
| 3364 | ECs3292   |
| 3365 | ECs3293   |
| 3366 | ECs3294   |
| 3367 | ECs3295   |
| 3368 | ECs3296   |
| 3369 | ECs3297   |
| 3370 | ECs3298   |
| 3371 | ECs3299   |
| 3372 | ECs3300   |
| 3373 | ECs3301   |
| 3374 | ECs3302   |
| 3375 | ECs3303   |
| 3376 | ECs3304   |
| 3377 | ECs3305   |
| 3378 | ECs3306   |
| 3379 | ECs3307   |
| 3380 | ECs3308   |
| 3381 | ECs3309   |
| 3382 | ECs3310   |
| 3383 | ECs3311   |
| 3384 | ECs3312   |
| 3385 | ECs3313   |
| 3386 | ECs3314   |
| 3387 | ECs3315   |
| 3388 | ECs3316   |
| 3389 | ECs3317   |
| 3390 | ECs3318   |
| 3391 | ECs3319   |
| 3392 | ECs3320   |
| 3393 | ECs3321   |
| 3394 | ECs3322   |
| 3395 | ECs3323   |
| 3396 | ECs3324   |
| 3397 | ECs3325   |
| 3398 | ECs3326   |
| 3399 | ECs3327   |
| 3400 | ECs3328   |
| 3401 | ECs3329   |
| 3402 | ECs3330   |
| 3403 | ECs3331   |
| 3404 | ECs3332   |
| 3405 | ECs3333   |
| 3406 | ECs3334   |
| 3407 | ECs3335   |
| 3408 | ECs3336   |
| 3409 | ECs3337   |
| 3410 | ECs3338   |
| 3411 | ECs3339   |
| 3412 | ECs3340   |
| 3413 | ECs3341   |
| 3414 | ECs3342   |
| 3415 | ECs3343   |
| 3416 | ECs3344   |
| 3417 | ECs3345   |
| 3418 | ECs3346   |
| 3419 | ECs3347   |
| 3420 | ECs3348   |
| 3421 | ECs3349   |
| 3422 | ECs3350   |
| 3423 | ECs3351   |
| 3424 | ECs3352   |
| 3425 | ECs3353   |
| 3426 | ECs3354   |
| 3427 | ECs3355   |
| 3428 | ECs3356   |
| 3429 | ECs3357   |
| 3430 | ECs3358   |
| 3431 | ECs3359   |
| 3432 | ECs3360   |
| 3433 | ECs3361   |
| 3434 | ECs3362   |
| 3435 | ECs3363   |
| 3436 | ECs3364   |
| 3437 | ECs3365   |
| 3438 | ECs3366   |
| 3439 | ECs3367   |
| 3440 | ECs3368   |
| 3441 | ECs3369   |
| 3442 | ECs3370   |
| 3443 | ECs3371   |
| 3444 | ECs3372   |
| 3445 | ECs3373   |
| 3446 | ECs3374   |
| 3447 | ECs3375   |
| 3448 | ECs3376   |
| 3449 | ECs3377   |
| 3450 | ECs3378   |
| 3451 | ECs3379   |
| 3452 | ECs3380   |
| 3453 | ECs3381   |
| 3454 | ECs3382   |
| 3455 | ECs3383   |
| 3456 | ECs3384   |
| 3457 | ECs3385   |
| 3458 | ECs3386   |
| 3459 | ECs3387   |
| 3460 | ECs3388   |
| 3461 | ECs3389   |
| 3462 | ECs3390   |
| 3463 | ECs3391   |
| 3464 | ECs3392   |
| 3465 | ECs3393   |
| 3466 | ECs3394   |
| 3467 | ECs3395   |
| 3468 | ECs3396   |
| 3469 | ECs3397   |
| 3470 | ECs3398   |
| 3471 | ECs3399   |
| 3472 | ECs3400   |
| 3473 | ECs3401   |
| 3474 | ECs3402   |
| 3475 | ECs3403   |
| 3476 | ECs3404   |
| 3477 | ECs3405   |
| 3478 | ECs3406   |
| 3479 | ECs3407   |
| 3480 | ECs3408   |
| 3481 | ECs3409   |
| 3482 | ECs3410   |
| 3483 | ECs3411   |
| 3484 | ECs3412   |
| 3485 | ECs3413   |
| 3486 | ECs3414   |
| 3487 | ECs3415   |
| 3488 | ECs3416   |
| 3489 | ECs3417   |
| 3490 | ECs3418   |
| 3491 | ECs3419   |
| 3492 | ECs3420   |
| 3493 | ECs3421   |
| 3494 | ECs3422   |
| 3495 | ECs3423   |
| 3496 | ECs3424   |
| 3497 | ECs3425   |
| 3498 | ECs3426   |
| 3499 | ECs3427   |
| 3500 | ECs3428   |
| 3501 | ECs3429   |
| 3502 | ECs3430   |
| 3503 | ECs3431   |
| 3504 | ECs3432   |
| 3505 | ECs3433   |
| 3506 | ECs3434   |
| 3507 | ECs3435   |
| 3508 | ECs3436   |
| 3509 | ECs3437   |
| 3510 | ECs3438   |
| 3511 | ECs3439   |
| 3512 | ECs3440   |
| 3513 | ECs3441   |
| 3514 | ECs3442   |
| 3515 | ECs3443   |
| 3516 | ECs3444   |
| 3517 | ECs3445   |
| 3518 | ECs3446   |
| 3519 | ECs3447   |
| 3520 | ECs3448   |
| 3521 | ECs3449   |
| 3522 | ECs3450   |
| 3523 | ECs3451   |
| 3524 | ECs3452   |
| 3525 | ECs3453   |
| 3526 | ECs3454   |
| 3527 | rrfG      |
| 3528 | rrlG      |
| 3529 | gltW      |
| 3530 | rrsG      |
| 3531 | ECs3455   |
| 3532 | ECs3456   |
| 3533 | ECs3457   |
| 3534 | ECs3458   |
| 3535 | ECs3459   |
| 3536 | ECs3460   |
| 3537 | ECs3461   |
| 3538 | ECs3462   |
| 3539 | ECs3463   |
| 3540 | ECs3464   |
| 3541 | ECs3465   |
| 3542 | ECs3466   |
| 3543 | ECs3467   |
| 3544 | ECs3468   |
| 3545 | ECs3469   |
| 3546 | ECs3470   |
| 3547 | ECs3471   |
| 3548 | ECs3472   |
| 3549 | ECs3473   |
| 3550 | ECs3474   |
| 3551 | ECs3475   |
| 3552 | ECs3476   |
| 3553 | ECs3477   |
| 3554 | ECs3478   |
| 3555 | ECs3479   |
| 3556 | ECs3480   |
| 3557 | ECs3481   |
| 3558 | ECs3482   |
| 3559 | ssrA      |
| 3560 | ECs3483   |
| 3561 | ECs3484   |
| 3562 | ECs3485   |
| 3563 | ECs3486   |
| 3564 | ECs3487   |
| 3565 | ECs3488   |
| 3566 | ECs3489   |
| 3567 | ECs3490   |
| 3568 | ECs3491   |
| 3569 | ECs3492   |
| 3570 | ECs3493   |
| 3571 | ECs3494   |
| 3572 | ECs3495   |
| 3573 | ECs3496   |
| 3574 | ECs3497   |
| 3575 | ECs3498   |
| 3576 | ECs3499   |
| 3577 | ECs3500   |
| 3578 | ECs3501   |
| 3579 | ECs3502   |
| 3580 | ECs3503   |
| 3581 | ECs3504   |
| 3582 | ECs3505   |
| 3583 | ECs3506   |
| 3584 | ECs3507   |
| 3585 | ECs3508   |
| 3586 | ECs3509   |
| 3587 | ECs3510   |
| 3588 | ECs3511   |
| 3589 | ECs3512   |
| 3590 | ECs3513   |
| 3591 | ECs3514   |
| 3592 | ECs3515   |
| 3593 | ECs3516   |
| 3594 | ECs3517   |
| 3595 | ileY      |
| 3596 | ECs3518   |
| 3597 | ECs3519   |
| 3598 | ECs3520   |
| 3599 | ECs3521   |
| 3600 | ECs3522   |
| 3601 | ECs3523   |
| 3602 | ECs3524   |
| 3603 | ECs3525   |
| 3604 | ECs3526   |
| 3605 | ECs3527   |
| 3606 | ECs3528   |
| 3607 | ECs3529   |
| 3608 | ECs3530   |
| 3609 | ECs3531   |
| 3610 | ECs3532   |
| 3611 | ECs3533   |
| 3612 | ECs3534   |
| 3613 | ECs3535   |
| 3614 | ECs3536   |
| 3615 | ECs3537   |
| 3616 | ECs3538   |
| 3617 | ECs3539   |
| 3618 | ECs3540   |
| 3619 | ECs3541   |
| 3620 | ECs3542   |
| 3621 | ECs3543   |
| 3622 | ECs3544   |
| 3623 | ECs3545   |
| 3624 | ECs3546   |
| 3625 | ECs3547   |
| 3626 | ECs3548   |
| 3627 | ECs3549   |
| 3628 | ECs3550   |
| 3629 | ECs3551   |
| 3630 | ECs3552   |
| 3631 | argQ      |
| 3632 | argZ      |
| 3633 | argY      |
| 3634 | argV      |
| 3635 | serV      |
| 3636 | ECs3553   |
| 3637 | ECs3554   |
| 3638 | ECs3555   |
| 3639 | ECs3556   |
| 3640 | ECs3557   |
| 3641 | ECs3558   |
| 3642 | ECs3559   |
| 3643 | ECs3560   |
| 3644 | ECs3561   |
| 3645 | ECs3562   |
| 3646 | ECs3563   |
| 3647 | ECs3564   |
| 3648 | ECs3565   |
| 3649 | ECs3566   |
| 3650 | ECs3567   |
| 3651 | ECs3568   |
| 3652 | ECs3569   |
| 3653 | ECs3570   |
| 3654 | ECs3571   |
| 3655 | ECs3572   |
| 3656 | ECs3573   |
| 3657 | ECs3574   |
| 3658 | ECs3575   |
| 3659 | ECs3576   |
| 3660 | ECs3577   |
| 3661 | ECs3578   |
| 3662 | ECs3579   |
| 3663 | ECs3580   |
| 3664 | ECs3581   |
| 3665 | ECs3582   |
| 3666 | ECs3583   |
| 3667 | ECs3584   |
| 3668 | ECs3585   |
| 3669 | ECs3586   |
| 3670 | ECs3587   |
| 3671 | ECs3588   |
| 3672 | ECs3589   |
| 3673 | ECs3590   |
| 3674 | ECs3591   |
| 3675 | ECs3592   |
| 3676 | ECs3593   |
| 3677 | ECs3594   |
| 3678 | ECs3595   |
| 3679 | ECs3596   |
| 3680 | ECs3597   |
| 3681 | ECs3598   |
| 3682 | ECs3599   |
| 3683 | ECs3600   |
| 3684 | ECs3601   |
| 3685 | ECs3602   |
| 3686 | ECs3603   |
| 3687 | ECs3604   |
| 3688 | ECs3605   |
| 3689 | ECs3606   |
| 3690 | ECs3607   |
| 3691 | ECs3608   |
| 3692 | ECs3609   |
| 3693 | ECs3610   |
| 3694 | ECs3611   |
| 3695 | ECs3612   |
| 3696 | ECs3613   |
| 3697 | ECs3614   |
| 3698 | ECs3615   |
| 3699 | ECs3616   |
| 3700 | ECs3617   |
| 3701 | ECs3618   |
| 3702 | ECs3619   |
| 3703 | ECs3620   |
| 3704 | ECs3621   |
| 3705 | ECs3622   |
| 3706 | ECs3623   |
| 3707 | ECs3624   |
| 3708 | ECs3625   |
| 3709 | ECs3626   |
| 3710 | ECs3627   |
| 3711 | ECs3628   |
| 3712 | ECs3629   |
| 3713 | ECs3630   |
| 3714 | ECs3631   |
| 3715 | ECs3632   |
| 3716 | ECs3633   |
| 3717 | ECs3634   |
| 3718 | ECs3635   |
| 3719 | ECs3636   |
| 3720 | ECs3637   |
| 3721 | ECs3638   |
| 3722 | ECs3639   |
| 3723 | ECs3640   |
| 3724 | ECs3641   |
| 3725 | ECs3642   |
| 3726 | ECs3643   |
| 3727 | ECs3644   |
| 3728 | ECs3645   |
| 3729 | ECs3646   |
| 3730 | ECs3647   |
| 3731 | ECs3648   |
| 3732 | ECs3649   |
| 3733 | ECs3650   |
| 3734 | ECs3651   |
| 3735 | ECs3652   |
| 3736 | csrB      |
| 3737 | ECs3653   |
| 3738 | ECs3654   |
| 3739 | ECs3655   |
| 3740 | ECs3656   |
| 3741 | ECs3657   |
| 3742 | ECs3658   |
| 3743 | ECs3659   |
| 3744 | ECs3660   |
| 3745 | ECs3661   |
| 3746 | ECs3662   |
| 3747 | ECs3663   |
| 3748 | ECs3664   |
| 3749 | ECs3665   |
| 3750 | ECs3666   |
| 3751 | ECs3667   |
| 3752 | ECs3668   |
| 3753 | gcvB      |
| 3754 | ECs3669   |
| 3755 | ECs3670   |
| 3756 | ECs3671   |
| 3757 | ECs3672   |
| 3758 | ECs3673   |
| 3759 | metZ      |
| 3760 | metW      |
| 3761 | metV      |
| 3762 | ECs3674   |
| 3763 | ECs3675   |
| 3764 | ECs3676   |
| 3765 | ECs3677   |
| 3766 | ECs3678   |
| 3767 | ECs3679   |
| 3768 | ECs3680   |
| 3769 | ECs3681   |
| 3770 | ECs3682   |
| 3771 | ECs3683   |
| 3772 | ECs3684   |
| 3773 | ECs3685   |
| 3774 | ECs3686   |
| 3775 | ECs3687   |
| 3776 | ECs3688   |
| 3777 | ECs3689   |
| 3778 | ECs3690   |
| 3779 | ECs3691   |
| 3780 | ECs3692   |
| 3781 | ECs3693   |
| 3782 | ECs3694   |
| 3783 | ECs3695   |
| 3784 | ECs3696   |
| 3785 | ECs3697   |
| 3786 | ECs3698   |
| 3787 | ECs3699   |
| 3788 | ECs3700   |
| 3789 | ECs3701   |
| 3790 | ECs3702   |
| 3791 | ECs3703   |
| 3792 | ECs3704   |
| 3793 | ECs3705   |
| 3794 | ECs3706   |
| 3795 | ECs3707   |
| 3796 | ECs3708   |
| 3797 | ECs3709   |
| 3798 | ECs3710   |
| 3799 | ECs3711   |
| 3800 | ECs3712   |
| 3801 | ECs3713   |
| 3802 | ECs3714   |
| 3803 | ECs3715   |
| 3804 | ECs3716   |
| 3805 | ECs3717   |
| 3806 | ECs3718   |
| 3807 | ECs3719   |
| 3808 | ECs3720   |
| 3809 | ECs3721   |
| 3810 | ECs3722   |
| 3811 | ECs3723   |
| 3812 | ECs3724   |
| 3813 | ECs3725   |
| 3814 | ECs3726   |
| 3815 | ECs3727   |
| 3816 | ECs3728   |
| 3817 | ECs3729   |
| 3818 | ECs3730   |
| 3819 | ECs3731   |
| 3820 | ECs3732   |
| 3821 | ECs3733   |
| 3822 | ECs3734   |
| 3823 | ECs3735   |
| 3824 | ECs3736   |
| 3825 | ECs3737   |
| 3826 | glyU      |
| 3827 | ECs3738   |
| 3828 | ECs3739   |
| 3829 | ECs3740   |
| 3830 | ECs3741   |
| 3831 | ECs3742   |
| 3832 | ECs3743   |
| 3833 | ECs3744   |
| 3834 | ECs3745   |
| 3835 | ECs3746   |
| 3836 | ECs3747   |
| 3837 | ECs3748   |
| 3838 | ECs3749   |
| 3839 | ECs3750   |
| 3840 | ECs3751   |
| 3841 | ECs3752   |
| 3842 | ECs3753   |
| 3843 | ECs3754   |
| 3844 | ECs3755   |
| 3845 | ECs3756   |
| 3846 | ECs3757   |
| 3847 | ECs3758   |
| 3848 | ECs3759   |
| 3849 | ECs3760   |
| 3850 | ECs3761   |
| 3851 | ECs3762   |
| 3852 | ECs3763   |
| 3853 | ECs3764   |
| 3854 | ECs3765   |
| 3855 | ECs3766   |
| 3856 | ECs3767   |
| 3857 | ECs3768   |
| 3858 | ECs3769   |
| 3859 | ECs3770   |
| 3860 | ECs3771   |
| 3861 | ECs3772   |
| 3862 | ECs3773   |
| 3863 | ECs3774   |
| 3864 | ECs3775   |
| 3865 | ECs3776   |
| 3866 | ECs3777   |
| 3867 | ECs3778   |
| 3868 | ECs3779   |
| 3869 | ECs3780   |
| 3870 | ECs3781   |
| 3871 | ssrS      |
| 3872 | ECs3782   |
| 3873 | ECs3783   |
| 3874 | ECs3784   |
| 3875 | ECs3785   |
| 3876 | ECs3786   |
| 3877 | ECs3787   |
| 3878 | ECs3788   |
| 3879 | ECs3789   |
| 3880 | ECs3790   |
| 3881 | ECs3791   |
| 3882 | ECs3792   |
| 3883 | ECs3793   |
| 3884 | ECs3794   |
| 3885 | ECs3795   |
| 3886 | ECs3796   |
| 3887 | ECs3797   |
| 3888 | ECs3798   |
| 3889 | ECs3799   |
| 3890 | ECs3800   |
| 3891 | ECs3801   |
| 3892 | ECs3802   |
| 3893 | ECs3803   |
| 3894 | ECs3804   |
| 3895 | ECs3805   |
| 3896 | ECs3806   |
| 3897 | ECs3807   |
| 3898 | ECs3808   |
| 3899 | ECs3809   |
| 3900 | ECs3810   |
| 3901 | ECs3811   |
| 3902 | ECs3812   |
| 3903 | ECs3813   |
| 3904 | ECs3814   |
| 3905 | ECs3815   |
| 3906 | ECs3816   |
| 3907 | ECs3817   |
| 3908 | ECs3818   |
| 3909 | ECs3819   |
| 3910 | ECs3820   |
| 3911 | ECs3821   |
| 3912 | ECs3822   |
| 3913 | ECs3823   |
| 3914 | ECs3824   |
| 3915 | ECs3825   |
| 3916 | ECs3827   |
| 3917 | ECs3826   |
| 3918 | ECs3828   |
| 3919 | ECs3829   |
| 3920 | ECs3830   |
| 3921 | ECs3831   |
| 3922 | ECs3832   |
| 3923 | ECs3833   |
| 3924 | ECs3834   |
| 3925 | ECs3835   |
| 3926 | ECs3836   |
| 3927 | ECs3837   |
| 3928 | ECs3838   |
| 3929 | ECs3839   |
| 3930 | ECs3840   |
| 3931 | ECs3841   |
| 3932 | ECs3842   |
| 3933 | pheV      |
| 3934 | ECs3843   |
| 3935 | ECs3844   |
| 3936 | ECs3845   |
| 3937 | ECs3846   |
| 3938 | ECs3847   |
| 3939 | ECs3848   |
| 3940 | ECs3849   |
| 3941 | ECs3850   |
| 3942 | ECs3851   |
| 3943 | ECs3852   |
| 3944 | ECs3853   |
| 3945 | ECs3854   |
| 3946 | ECs3855   |
| 3947 | ECs3856   |
| 3948 | ECs3857   |
| 3949 | ECs3858   |
| 3950 | ECs3859   |
| 3951 | ECs3860   |
| 3952 | ECs3861   |
| 3953 | ECs3862   |
| 3954 | ECs3863   |
| 3955 | ECs3864   |
| 3956 | ECs3865   |
| 3957 | ECs3866   |
| 3958 | ECs3867   |
| 3959 | ECs3868   |
| 3960 | ECs3869   |
| 3961 | ECs3870   |
| 3962 | ECs3871   |
| 3963 | ECs3872   |
| 3964 | ECs3873   |
| 3965 | ECs3874   |
| 3966 | ECs3875   |
| 3967 | ECs3876   |
| 3968 | ECs3877   |
| 3969 | ECs3878   |
| 3970 | ECs3879   |
| 3971 | ECs3880   |
| 3972 | ECs3881   |
| 3973 | ECs3882   |
| 3974 | ECs3883   |
| 3975 | ECs3884   |
| 3976 | ECs3885   |
| 3977 | ECs3886   |
| 3978 | ECs3887   |
| 3979 | ECs3888   |
| 3980 | ECs3889   |
| 3981 | ECs3890   |
| 3982 | ECs3891   |
| 3983 | ECs3892   |
| 3984 | ECs3893   |
| 3985 | ECs3895   |
| 3986 | ECs3894   |
| 3987 | ECs3896   |
| 3988 | ECs3897   |
| 3989 | ECs3898   |
| 3990 | ECs3899   |
| 3991 | ECs3900   |
| 3992 | ECs3901   |
| 3993 | ECs3902   |
| 3994 | ECs3903   |
| 3995 | ECs3904   |
| 3996 | ECs3905   |
| 3997 | ECs3906   |
| 3998 | ECs3907   |
| 3999 | ECs3908   |
| 4000 | ECs3909   |
| 4001 | ECs3910   |
| 4002 | ECs3911   |
| 4003 | ECs3912   |
| 4004 | ECs3913   |
| 4005 | ECs3914   |
| 4006 | ECs3915   |
| 4007 | ECs3916   |
| 4008 | ECs3917   |
| 4009 | ECs3918   |
| 4010 | ECs3919   |
| 4011 | ECs3920   |
| 4012 | ECs3921   |
| 4013 | ECs3922   |
| 4014 | ECs3923   |
| 4015 | ECs3924   |
| 4016 | ECs3925   |
| 4017 | ECs3926   |
| 4018 | ECs3927   |
| 4019 | ECs3928   |
| 4020 | ECs3929   |
| 4021 | ECs3930   |
| 4022 | ECs3931   |
| 4023 | ECs3932   |
| 4024 | ECs3933   |
| 4025 | ECs3934   |
| 4026 | ECs3935   |
| 4027 | ECs3936   |
| 4028 | ECs3937   |
| 4029 | ECs3938   |
| 4030 | ECs3939   |
| 4031 | ECs3940   |
| 4032 | ECs3941   |
| 4033 | ECs3942   |
| 4034 | ECs3943   |
| 4035 | ECs3944   |
| 4036 | ECs3945   |
| 4037 | ECs3946   |
| 4038 | ECs3947   |
| 4039 | ECs3948   |
| 4040 | ECs3949   |
| 4041 | ECs3950   |
| 4042 | ECs3951   |
| 4043 | ileX      |
| 4044 | ECs3952   |
| 4045 | ECs3953   |
| 4046 | ECs3954   |
| 4047 | ECs3955   |
| 4048 | ECs3956   |
| 4049 | ECs3957   |
| 4050 | ECs3958   |
| 4051 | ECs3959   |
| 4052 | ECs3960   |
| 4053 | ECs3961   |
| 4054 | ECs3962   |
| 4055 | ECs3963   |
